(353918056970763,2014111717929)
(353918056970763,20141117136298)
(353918056970763,20141117634114)
(353918056970763,20141117929951)
(356489053442948,20141010022838)
(356489053442948,20141011011300)
(356489053442948,201491603059847)
(356489053442948,2014101603059847)
(358379051164727,2014103192041363)
(359290050916174,201410307536875)
(359290050916174,2014102923947418)
(353217050485229,2014102103525925)
(351554058163735,20141111111333914)
(351554058163735,2014111111515410)
(352136068195185,2014111162113280)
(351554058144917,2014111182044321)
(351554058144917,2014111182134209)
(351554058144917,201411118202844)
(351554058144917,2014111181927385)
(351554058144917,201411118183716)
(351554058144917,2014111181656114)
(351554058144917,2014111181738454)
(351554058144917,2014111181617612)
(351554058144917,2014111181443351)
(351554058144917,2014111181538504)
(351554058144917,201411118138278)
(351554058144917,2014111181230977)
(351554058144917,2014111181148296)
(358240053922605,20141110115537468)
(359290050152747,201411102374068)
(353918056970763,201411104155293)
(353918056970763,2014111035547789)
(353918056970763,201411104294568)
(358240053922605,201411109132220)
(356844053165677,201411138561860)
(356844053165677,2014111385440906)
