(40,40,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,MANO,TASCA_GIACCA_ALTA)
(41,41,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,MANO,TASCA_GIACCA_ALTA)
(42,42,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,MANO,TASCA_GIACCA_ALTA)
(43,43,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,MANO,TASCA_GIACCA_ALTA)
(44,44,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,MANO,TASCA_GIACCA_ALTA)
(45,45,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,MANO,TASCA_GIACCA_ALTA)
(46,46,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,CHIAMATA,TASCA_GIACCA_ALTA)
(47,47,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,CHIAMATA,TASCA_GIACCA_ALTA)
(48,48,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,CHIAMATA,TASCA_GIACCA_ALTA)
(49,49,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,CHIAMATA,TASCA_GIACCA_ALTA)
(50,50,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,CHIAMATA,TASCA_GIACCA_ALTA)
(51,51,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,CHIAMATA,TASCA_GIACCA_ALTA)
(52,52,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,MANO,TASCA_GIACCA_ALTA)
(53,53,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIÙ,MANO,TASCA_GIACCA_ALTA)
(54,54,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,MANO,TASCA_GIACCA_ALTA)
(55,55,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIÙ,MANO,TASCA_GIACCA_ALTA)
(56,56,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,CHIAMATA,TASCA_GIACCA_ALTA)
(57,57,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIÙ,CHIAMATA,TASCA_GIACCA_ALTA)
(58,58,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,CHIAMATA,TASCA_GIACCA_ALTA)
(59,59,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIÙ,CHIAMATA,TASCA_GIACCA_ALTA)
