(21,21,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,MANO,TASCA_SINISTRA_DAVANTI_PANTALONI)
(22,22,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,MANO,TASCA_SINISTRA_DAVANTI_PANTALONI)
(23,23,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,MANO,TASCA_SINISTRA_DAVANTI_PANTALONI)
(24,24,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIU,MANO,TASCA_SINISTRA_DAVANTI_PANTALONI)
(25,25,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,MANO,TASCA_SINISTRA_DAVANTI_PANTALONI)
(26,26,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,CHIAMATA,TASCA_SINISTRA_DAVANTI_PANTALONI)
(27,27,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,CHIAMATA,TASCA_SINISTRA_DAVANTI_PANTALONI)
(28,28,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,CHIAMATA,TASCA_SINISTRA_DAVANTI_PANTALONI)
(29,29,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIU,CHIAMATA,TASCA_SINISTRA_DAVANTI_PANTALONI)
(30,30,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,CHIAMATA,TASCA_SINISTRA_DAVANTI_PANTALONI)
