(60,60,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(61,61,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(62,62,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(63,63,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(64,64,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(65,65,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(66,66,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(67,67,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(68,68,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(69,69,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(70,70,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(71,71,M,21-25,1.71-1.80,NORMALI,SINISTRA,FERMO,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(72,72,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(73,73,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(74,74,M,21-25,1.71-1.80,NORMALI,SINISTRA,CAMMINANDO,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(75,75,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(76,76,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(77,77,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(78,78,M,21-25,1.71-1.80,NORMALI,SINISTRA,SEDUTO,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(79,79,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(80,80,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIÙ,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(81,81,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(82,82,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIÙ,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(83,83,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(84,84,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIÙ,MANO,TASCA_SINISTRA_DIETRO_PANTALONI)
(85,85,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(86,86,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIÙ,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(87,87,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(88,88,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIÙ,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(89,89,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_SU,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
(90,90,M,21-25,1.71-1.80,NORMALI,SINISTRA,SCALE_GIÙ,CHIAMATA,TASCA_SINISTRA_DIETRO_PANTALONI)
